0.000467,1,1000,1000,0.000170082,3.79955,0.281071,15.4951,-10.4186,0.05,-0.399127,17.1084,-3.52744,-0.0103,0.0557,
0.625024,1,1000,1000,0.000170082,3.79955,0.281071,15.4951,-10.4186,0.05,-0.399127,17.1084,-3.52744,-0.0103,0.0557,
20.6855,1,1000,1000,0.000170082,3.79955,0.281071,15.4951,-10.4297,0.06,-0.399127,17.1127,-3.53766,-0.0024,0.0404,
40.6846,1,1000,1000,0.000170082,3.79955,0.281071,15.4951,-10.4297,0.06,-0.399127,17.1127,-3.53766,-0.0024,0.0404,
60.686,1,1000,1000,0.00196125,3.8201,0.281481,15.4951,-10.4297,0.06,-0.399127,17.1127,-3.53766,-0.0024,0.0404,
80.7049,1,1000,1000,0.00196125,3.8201,0.281481,15.4951,-10.4297,0.06,-0.399127,17.1127,-3.53766,-0.0024,0.0404,
100.683,1,1000,1000,0.00196125,3.8201,0.281481,15.4951,-10.4297,0.06,-0.399127,17.1127,-3.53766,-0.0024,0.0404,
120.683,1,1000,1000,0.00196125,3.8201,0.281481,15.4951,-10.4297,0.06,-0.399127,17.1127,-3.53766,-0.0024,0.0404,
140.697,1,1000,1000,0.00196125,3.8201,0.281481,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0136,0.0356,
160.687,1,1000,1000,0.00200007,3.82817,0.282194,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0136,0.0356,
180.683,1,1000,1000,0.00200007,3.82817,0.282194,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0136,0.0356,
200.694,1,1000,1000,0.00200007,3.82817,0.282194,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0047,0.0433,
220.687,1,1000,1000,0.00200007,3.83616,0.282407,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0047,0.0433,
240.69,1,1000,1000,0.00200007,3.83616,0.282407,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0047,0.0433,
260.691,1,1000,1000,0.00200007,3.84408,0.282837,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0047,0.0433,
280.699,1,1000,1000,0.00200007,3.84408,0.282837,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0047,0.0433,
300.689,1,1000,1000,0.00200007,3.84408,0.282837,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0185,0.0396,
320.687,1,1000,1000,0.00085603,3.85658,0.283852,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0185,0.0396,
340.687,1,1000,1000,0.00085603,3.85658,0.283852,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0185,0.0396,
360.707,1,1000,1000,0.00085603,3.85658,0.283852,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0185,0.0396,
380.688,1,1000,1000,0.00085603,3.85658,0.283852,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0185,0.0396,
400.703,1,1000,1000,0.00085603,3.85658,0.283852,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0185,0.0396,
420.686,1,1000,1000,0.00085603,3.85658,0.283852,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0185,0.0396,
440.684,1,1000,1000,0.00085603,3.85658,0.283852,15.5047,-10.4297,0.06,-0.399127,17.1215,-3.53393,-0.0185,0.0396,
460.686,1,1000,1000,0.00085603,3.85658,0.283852,15.5143,-10.4297,0.07,-0.399127,17.1304,-3.53021,-0.0185,0.0396,
480.687,1,1000,1000,0.00085603,3.85658,0.283852,15.5143,-10.4297,0.07,-0.399127,17.1304,-3.53021,-0.0021,0.044,
500.686,1,1000,1000,0.000210411,3.86438,0.283226,15.5143,-10.4297,0.07,-0.399127,17.1304,-3.53021,-0.0021,0.044,
520.687,1,1000,1000,0.000210411,3.86438,0.283226,15.5143,-10.4297,0.07,-0.399127,17.1304,-3.53021,-0.0021,0.044,
540.689,1,1000,1000,0.000210411,3.86438,0.283226,15.5239,-10.4297,0.07,-0.399127,17.1392,-3.52648,-0.005,0.0694,
560.688,1,1000,1000,-0.000444915,3.87211,0.283689,15.5239,-10.4297,0.07,-0.399127,17.1392,-3.52648,-0.005,0.0694,
580.651,1,1000,1000,-0.000444915,3.87977,0.284105,15.5239,-10.4297,0.07,-0.399127,17.1392,-3.52648,-0.005,0.0694,
600.688,1,1000,1000,-0.000444915,3.87977,0.284105,15.5239,-10.4297,0.07,-0.399127,17.1392,-3.52648,-0.005,0.0694,
620.685,1,1000,1000,-0.000444915,3.87977,0.284105,15.5239,-10.4297,0.07,-0.399127,17.1392,-3.52648,-0.005,0.0694,
640.686,1,1000,1000,-0.000444915,3.87977,0.284105,15.5239,-10.4297,0.07,-0.399127,17.1392,-3.52648,-0.005,0.0694,
660.685,1,1000,1000,-0.000444915,3.87977,0.284105,15.5239,-10.4297,0.07,-0.399127,17.1392,-3.52648,-0.005,0.0694,
680.696,1,1000,1000,-0.000444915,3.87977,0.284105,15.5335,-10.4408,0.07,-0.399302,17.1524,-3.53297,-0.005,0.0694,
