0.000203,1,1000,1000,0.523599,11.1111,0.711885,8.91238,-7.76384,2.53,-0.390576,10.0282,-3.64688,0.1264,-1.0944,
0.565565,1,1000,1000,0.523599,11.1111,0.711885,8.91238,-7.76384,2.53,-0.390576,10.0282,-3.64688,0.1264,-1.0944,
20.6218,1,1000,1000,0.523599,11.1111,0.703576,8.91238,-7.76384,2.53,-0.390576,10.0282,-3.64688,0.1264,-1.0944,
40.6237,1,1000,1000,0.523599,11.1111,0.703576,8.91238,-7.76384,2.53,-0.390576,10.0282,-3.64688,0.1264,-1.0944,
60.6254,1,1000,1000,0.523599,11.1111,0.703576,8.91238,-7.76384,2.53,-0.390576,10.0282,-3.64688,0.1264,-1.0944,
80.6258,1,1000,1000,0.523599,11.1111,0.703576,8.91238,-7.76384,2.53,-0.390576,10.0282,-3.64688,0.1264,-1.0944,
100.623,1,1000,1000,0.523599,11.1111,0.703576,8.91238,-7.76384,2.53,-0.390576,10.0282,-3.64688,0.1264,-1.0944,
120.621,1,1000,1000,0.523599,11.1111,0.703576,9.18144,-7.86338,2.46,-0.390576,10.3148,-3.63315,-0.0087,-1.282,
140.625,1,1000,1000,0.523599,11.1111,0.703576,9.18144,-7.86338,2.46,-0.390576,10.3148,-3.63315,-0.0087,-1.282,
160.632,1,1000,1000,0.493788,11.1111,0.716034,9.18144,-7.86338,2.46,-0.390576,10.3148,-3.63315,-0.0087,-1.282,
180.627,1,1000,1000,0.493788,11.1111,0.716034,9.18144,-7.86338,2.46,-0.390576,10.3148,-3.63315,-0.0087,-1.282,
200.629,1,1000,1000,0.493788,11.1111,0.716034,9.18144,-7.86338,2.46,-0.390576,10.3148,-3.63315,-0.0087,-1.282,
220.661,1,1000,1000,0.493788,11.1111,0.716034,9.18144,-7.86338,2.46,-0.390576,10.3148,-3.63315,-0.0087,-1.282,
240.624,1,1000,1000,0.493788,11.1111,0.716034,9.4313,-7.96293,2.22,-0.390227,10.583,-3.62664,-0.0361,-1.3524,
260.623,1,1000,1000,0.493788,11.1111,0.716034,9.45052,-7.974,2.22,-0.389878,10.605,-3.6293,-0.0361,-1.3524,
280.628,1,1000,1000,0.523599,11.1111,0.728009,9.45052,-7.974,2.22,-0.389878,10.605,-3.6293,-0.0361,-1.3524,
300.635,1,1000,1000,0.523599,11.1111,0.728009,9.54661,-8.00717,2.1,-0.389878,10.7064,-3.62224,-0.3283,-1.0847,
320.627,1,1000,1000,0.523599,11.1111,0.753884,9.54661,-8.00717,2.1,-0.389878,10.7064,-3.62224,-0.3283,-1.0847,
340.634,1,1000,1000,0.523599,11.1111,0.753884,9.54661,-8.00717,2.1,-0.389878,10.7064,-3.62224,-0.3283,-1.0847,
360.625,1,1000,1000,0.523599,11.1111,0.753884,9.54661,-8.00717,2.1,-0.389878,10.7064,-3.62224,-0.3283,-1.0847,
380.624,1,1000,1000,0.523599,11.1111,0.753884,9.70037,-8.07355,2,-0.389878,10.8739,-3.62317,-0.3283,-1.0847,
400.627,1,1000,1000,0.523599,11.1111,0.757591,9.70037,-8.07355,2,-0.389878,10.8739,-3.62317,-0.3283,-1.0847,
420.628,1,1000,1000,0.523599,11.1111,0.757591,9.70037,-8.07355,2,-0.389878,10.8739,-3.62317,-0.3283,-1.0847,
440.628,1,1000,1000,0.523599,11.1111,0.757591,9.79646,-8.10673,1.96,-0.389878,10.9753,-3.6161,0.1618,-1.3116,
460.656,1,1000,1000,0.523599,11.1111,0.722907,9.79646,-8.10673,1.96,-0.389878,10.9753,-3.6161,0.1618,-1.3116,
480.625,1,1000,1000,0.523599,11.1111,0.722907,9.79646,-8.10673,1.96,-0.389878,10.9753,-3.6161,0.1618,-1.3116,
500.625,1,1000,1000,0.523599,11.1111,0.722907,9.90217,-8.15098,1.89,-0.390052,11.0899,-3.61547,-0.0079,-1.297,
520.66,1,1000,1000,0.523599,11.1111,0.738735,9.90217,-8.15098,1.89,-0.390052,11.0899,-3.61547,-0.0079,-1.297,
540.626,1,1000,1000,0.523599,11.1111,0.738735,9.98866,-8.18416,1.81,-0.389878,11.1825,-3.61217,-0.1136,-1.112,
560.624,1,1000,1000,0.47915,11.1111,0.749788,10.0175,-8.19522,1.81,-0.389878,11.2133,-3.61107,-0.1136,-1.112,
580.656,1,1000,1000,0.482689,11.1111,0.749788,10.0175,-8.19522,1.81,-0.389878,11.2133,-3.61107,-0.1136,-1.112,
600.63,1,1000,1000,0.482689,11.1111,0.749788,10.0848,-8.22842,1.81,-0.389878,11.2882,-3.6153,-0.0882,-1.1766,
620.629,1,1000,1000,0.491361,11.1111,0.747836,10.0848,-8.22842,1.81,-0.389878,11.2882,-3.6153,-0.0882,-1.1766,
640.677,1,1000,1000,0.491361,11.1111,0.747836,10.1328,-8.23946,1.81,-0.389878,11.3367,-3.60667,0.0713,-1.242,
660.631,1,1000,1000,0.497038,11.1111,0.735578,10.1328,-8.23946,1.81,-0.389878,11.3367,-3.60667,0.0713,-1.242,
680.627,1,1000,1000,0.497038,11.1111,0.735578,10.1328,-8.23946,1.81,-0.389878,11.3367,-3.60667,0.0713,-1.242,
700.686,1,1000,1000,0.497038,11.1111,0.735578,10.1328,-8.23946,1.81,-0.389878,11.3367,-3.60667,0.0713,-1.242,
720.628,1,1000,1000,0.497038,11.1111,0.735578,10.1328,-8.23946,1.81,-0.389878,11.3367,-3.60667,0.0713,-1.242,
740.928,1,1000,1000,0.497038,11.1111,0.735578,10.1328,-8.23946,1.81,-0.389878,11.3367,-3.60667,0.0713,-1.242,
