1711422049540	0.995578	-0.424361	0.000327073	-0.000589191	-0.00252331	-1.0233t0.0445357	0.28141
1711422049559	0.99642	-0.424716	0.000322964	-0.000570356	-0.00217679	-1.0233t0.0496345	0.278152
1711422049599	0.998698	-0.425682	0.000317048	-0.000555694	-0.0019148	-0.00217679t0.0806155	0.766817
1711422049619	1.00031	-0.426375	0.000321844	-0.000555753	-0.00189553	-0.00217679t0.0971598	0.825963
1711422049639	1.00222	-0.427195	0.000326354	-0.000555634	-0.00187342	-0.00189553t0.112963	0.716893
1711422049659	1.00441	-0.428134	0.000329668	-0.000555247	-0.00185024	-0.00189553t0.127246	0.734748
1711422049699	1.00687	-0.429189	0.000332207	-0.00055474	-0.00182725	-0.00187342t0.141802	0.750037
1711422049719	1.01262	-0.431646	0.00033515	-0.000553697	-0.00178742	-0.00185024t0.170657	0.72962
1711422049739	1.0159	-0.433046	0.000335475	-0.00055322	-0.00177204	-0.00182725t0.185291	0.781018
1711422049759	1.01945	-0.434562	0.000335015	-0.000552833	-0.00176092	-0.00177204t0.200049	0.735351
1711422049799	1.02327	-0.436192	0.000333793	-0.000552475	-0.00175283	-0.00177204t0.214668	0.732935
1711422049819	1.03174	-0.439803	0.000329196	-0.000551998	-0.00174815	-0.00176092t0.245148	0.772583
1711422049839	1.0364	-0.441789	0.00032592	-0.000551879	-0.00175119	-0.00175283t0.260388	0.72895
1711422049859	1.04133	-0.443892	0.000322104	-0.00055176	-0.00175589	-0.00175119t0.275383	0.803361
1711422049879	1.04655	-0.446116	0.000317837	-0.00055173	-0.00176364	-0.00175119t0.291129	0.783828
1711422049919	1.05205	-0.448462	0.000313204	-0.0005517	-0.00177238	-0.00175589t0.306337	0.757257
1711422049939	1.06389	-0.453505	0.000303167	-0.00055167	-0.00179228	-0.00176364t0.336194	0.747001
1711422049959	1.07022	-0.456202	0.000297904	-0.00055167	-0.0018029	-0.00177238t0.351135	0.747278
1711422049979	1.07682	-0.459017	0.000292513	-0.00055167	-0.00181364	-0.00179228t0.366085	0.747755
1711422050019	1.0837	-0.461948	0.000287041	-0.000551611	-0.00182316	-0.00181364t0.381043	0.748121
1711422050039	1.09829	-0.468165	0.000276016	-0.000551402	-0.00130398	-0.00181364t0.410982	0.748759
1711422050059	1.106	-0.471449	0.000270526	-0.000551223	-0.00130711	-0.00182316t0.42596	0.749036
1711422050079	1.11398	-0.474852	0.000265056	-0.000551044	-0.00130988	-0.00130398t0.440944	0.749283
