1658061597.459166984	-2798.699	-8.375	-0.000
1658061597.469147045	-2798.143	-8.375	-0.000
1658061597.489178480	-2797.588	-8.375	-0.000
1658061597.509179758	-2797.032	-8.375	-0.000
1658061597.529178251	-2796.477	-8.375	-0.000
1658061597.539147097	-2795.921	-8.375	-0.000
1658061597.569207993	-2795.366	-8.375	-0.000
1658061597.589184981	-2794.811	-8.375	-0.000
1658061597.609187572	-2794.255	-8.375	-0.000
1658061597.629198489	-2793.700	-8.375	-0.000
1658061597.639250334	-2793.145	-8.375	-0.000
1658061597.669185776	-2792.590	-8.375	-0.000
1658061597.689480035	-2792.034	-8.375	-0.000
1658061597.709188932	-2791.479	-8.375	-0.000
1658061597.729197973	-2790.924	-8.375	-0.000
1658061597.739195369	-2790.369	-8.375	-0.000
1658061597.769187666	-2789.814	-8.375	-0.000
1658061597.789158450	-2789.259	-8.375	-0.000
1658061597.809186313	-2788.704	-8.375	-0.000
1658061597.829183185	-2788.149	-8.375	-0.000
1658061597.839152493	-2787.594	-8.375	-0.000
1658061597.869182067	-2787.039	-8.375	-0.000
1658061597.889204357	-2786.484	-8.375	-0.000
1658061597.909200009	-2785.929	-8.376	-0.000
1658061597.929186716	-2785.375	-8.376	-0.000
1658061597.949187028	-2784.820	-8.376	-0.000
1658061597.959181824	-2784.265	-8.376	-0.000
1658061597.989186867	-2783.710	-8.376	-0.000
1658061598.009184089	-2783.156	-8.376	-0.000
1658061598.029179853	-2782.601	-8.376	-0.000
1658061598.049188149	-2782.046	-8.376	-0.000
1658061598.059182772	-2781.492	-8.376	-0.000
1658061598.089189150	-2780.937	-8.376	-0.000
1658061598.109180293	-2780.383	-8.376	-0.000
1658061598.129187996	-2779.828	-8.377	-0.000
1658061598.149218730	-2779.274	-8.377	-0.000
1658061598.159160302	-2778.719	-8.377	-0.000
1658061598.179198485	-2778.165	-8.377	-0.000
1658061598.209198160	-2777.610	-8.377	-0.000
1658061598.229184928	-2777.056	-8.377	-0.000
1658061598.249190287	-2776.502	-8.377	-0.000
1658061598.269186626	-2775.948	-8.378	-0.000
1658061598.279180093	-2775.393	-8.378	-0.000
1658061598.309190260	-2774.839	-8.378	-0.000
1658061598.329191005	-2774.285	-8.378	-0.000
1658061598.349145902	-2773.731	-8.378	-0.000
1658061598.369191406	-2773.177	-8.378	-0.000
1658061598.379202982	-2772.622	-8.379	-0.000
1658061598.409191662	-2772.068	-8.379	-0.000
1658061598.429182066	-2771.514	-8.379	-0.000
1658061598.449198596	-2770.960	-8.379	-0.000
1658061598.469199636	-2770.406	-8.379	-0.000
1658061598.479181705	-2769.852	-8.380	-0.000
1658061598.509192356	-2769.299	-8.380	-0.000
1658061598.529189341	-2768.745	-8.380	-0.000
1658061598.549183588	-2768.191	-8.380	-0.000
1658061598.569191894	-2767.637	-8.381	-0.000
1658061598.589186525	-2767.083	-8.381	-0.001
1658061598.609187774	-2766.529	-8.381	-0.001
1658061598.629184349	-2765.976	-8.381	-0.001
1658061598.649191082	-2765.422	-8.382	-0.001
1658061598.669184460	-2764.868	-8.382	-0.001
1658061598.679180065	-2764.315	-8.382	-0.001
1658061598.699193157	-2763.761	-8.382	-0.001
1658061598.729194380	-2763.207	-8.383	-0.001
1658061598.749182974	-2762.654	-8.383	-0.001
1658061598.769182963	-2762.100	-8.383	-0.001
1658061598.789205181	-2761.547	-8.384	-0.001
1658061598.799181952	-2760.994	-8.384	-0.001
1658061598.829192449	-2760.440	-8.384	-0.001
1658061598.849194556	-2759.887	-8.385	-0.001
1658061598.869190183	-2759.333	-8.385	-0.001
1658061598.889228048	-2758.780	-8.385	-0.001
1658061598.899190864	-2758.227	-8.385	-0.001
1658061598.929198869	-2757.673	-8.386	-0.001
1658061598.949206217	-2757.120	-8.386	-0.001
1658061598.969177828	-2756.567	-8.387	-0.001
1658061598.989220716	-2756.014	-8.387	-0.001
1658061598.999199923	-2755.461	-8.387	-0.001
1658061599.029163082	-2754.908	-8.388	-0.001
1658061599.049152903	-2754.354	-8.388	-0.001
1658061599.069192711	-2753.801	-8.388	-0.001
1658061599.089184966	-2753.248	-8.389	-0.001
1658061599.099182876	-2752.695	-8.389	-0.001
1658061599.129185102	-2752.142	-8.389	-0.001
