0.000314,1,0,0,0.00395011,27.5482,-0.23102,391.91,-84.5508,27.8046,-0.0179471,402.462,0.0314799,-0.232117,-1.78254,542.393,-83.3384,22.223,0.0106376,552.954,-0.387054,4.28,1.82,
0.635134,1,0,0,0.00395011,27.5482,-0.23102,391.91,-84.5508,27.8046,-0.0179471,402.462,0.0314799,-0.232117,-1.78254,542.393,-83.3384,22.223,0.0106376,552.954,-0.387054,4.28,1.82,
20.6985,1,0,0,0.00411115,27.5482,-0.228363,392.467,-84.5545,27.8004,-0.0208012,403.018,0.0330465,-0.234789,-2.59131,542.768,-83.0059,22.2224,0.00982656,553.332,-0.0587056,4.28,1.82,
40.7136,1,1000,1000,0.00411115,27.5482,-0.228363,392.467,-84.5545,27.8004,-0.0208012,403.018,0.0330465,-0.234789,-2.59131,542.768,-83.0059,22.2224,0.00982656,553.332,-0.0587056,4.28,1.82,
60.7405,1,1000,1000,0.0632532,27.5482,-0.225326,393.023,-84.5592,27.7961,-0.0231318,403.574,0.033718,-0.229528,-3.00085,543.235,-83.057,22.2227,0.00935125,553.798,-0.114953,4.28,1.82,
80.7251,1,1000,1000,0.0726807,27.5482,-0.222316,393.578,-84.5651,27.7918,-0.0250241,404.13,0.0328153,-0.236709,-2.98084,543.702,-83.0899,22.2238,0.00757615,554.265,-0.152936,4.28,1.82,
100.746,1,1000,1000,0.079422,27.5482,-0.219031,394.69,-84.5805,27.7843,-0.0275694,405.242,0.0266672,-0.143451,-2.88106,544.545,-82.9511,22.2219,0.00406704,555.109,-0.0234968,4.28,1.82,
120.708,1,1000,1000,0.0909489,27.5482,-0.215172,395.245,-84.59,27.7802,-0.0282949,405.797,0.0209455,-0.210649,-2.63564,545.012,-82.9587,22.2213,0.00656133,555.576,-0.0361831,4.28,1.82,
140.722,1,1000,1000,0.0962257,27.5482,-0.211436,395.245,-84.59,27.7802,-0.0282949,405.797,0.0209455,-0.210649,-2.63564,545.012,-82.9587,22.2213,0.00656133,555.576,-0.0361831,4.28,1.82,
160.831,1,1000,1000,0.0962257,27.5482,-0.211436,395.801,-84.6005,27.776,-0.0287289,406.353,0.0147835,-0.173018,-2.3219,545.478,-82.9532,22.2216,0.00930302,556.043,-0.0358444,4.28,1.82,
180.718,1,1000,1000,0.098501,27.5482,-0.209423,396.356,-84.6119,27.772,-0.0289092,406.908,0.00668493,-0.197872,-2.02217,545.945,-82.9418,22.2231,0.00805627,556.509,-0.0295826,4.28,1.82,
200.702,1,1000,1000,0.102403,27.5482,-0.206671,397.466,-84.6371,27.7639,-0.0286434,408.019,-0.011804,-0.173306,-1.39512,546.789,-82.895,22.2221,0.00769722,557.354,0.00773325,4.28,1.82,
220.703,1,1000,1000,0.103165,27.5482,-0.204398,397.466,-84.6371,27.7639,-0.0286434,408.019,-0.011804,-0.173306,-1.39512,546.789,-82.895,22.2221,0.00769722,557.354,0.00773325,4.28,1.82,
240.728,1,1000,1000,0.106054,27.5482,-0.202564,398.021,-84.6506,27.7599,-0.0282659,408.574,-0.022329,-0.186005,-1.09196,547.255,-82.873,22.2222,0.0100739,557.82,0.0243281,4.28,1.82,
260.71,1,1000,1000,0.105953,27.5482,-0.200213,399.131,-84.6787,27.7518,-0.0271439,409.684,-0.0447378,-0.184371,-0.551134,548.1,-82.8773,22.2224,0.00872841,558.665,0.0108435,4.28,1.82,
280.709,1,1000,1000,0.107254,27.5482,-0.195955,399.686,-84.6931,27.7477,-0.0264383,410.238,-0.0566884,-0.184742,-0.311903,548.566,-82.8555,22.2225,0.00708144,559.131,0.0272725,4.28,1.82,
300.715,1,1000,1000,0.106132,27.5482,-0.193833,400.241,-84.7077,27.7438,-0.0256597,410.793,-0.0692506,-0.180097,-0.0917009,548.566,-82.8555,22.2225,0.00708144,559.131,0.0272725,4.28,1.82,
320.711,1,1000,1000,0.106132,27.5482,-0.193833,400.241,-84.7077,27.7438,-0.0256597,410.793,-0.0692506,-0.180097,-0.0917009,549.032,-82.8295,22.2223,0.00614149,559.598,0.0478282,4.28,1.82,
340.748,1,1000,1000,0.107599,27.5482,-0.191835,400.795,-84.7223,27.7398,-0.0248216,411.348,-0.0816864,-0.187221,0.105631,549.498,-82.7994,22.2221,0.00635395,560.064,0.0727292,4.28,1.82,
360.711,1,1000,1000,0.105983,27.5482,-0.189612,401.904,-84.7513,27.732,-0.0230158,412.457,-0.107367,-0.174499,0.448633,550.344,-82.8236,22.2239,0.0117442,560.909,0.0387441,4.28,1.82,
380.73,1,1000,1000,0.105446,27.5482,-0.185655,402.459,-84.7656,27.728,-0.0220642,413.011,-0.119969,-0.195018,0.591809,550.81,-82.7909,22.2226,0.0147576,561.375,0.0662493,4.28,1.82,
400.706,1,1000,1000,0.106497,27.5482,-0.183116,403.013,-84.7796,27.7245,-0.021091,413.566,-0.132714,-0.151865,0.720481,551.276,-82.763,22.2217,0.0135337,561.842,0.0886064,4.28,1.82,
420.706,1,1000,1000,0.106497,27.5482,-0.183116,403.013,-84.7796,27.7245,-0.021091,413.566,-0.132714,-0.151865,0.720481,551.276,-82.763,22.2217,0.0135337,561.842,0.0886064,4.28,1.82,
