273.743	335.490	-0.000
273.981	335.468	-0.016
274.252	335.441	-0.031
274.594	335.419	-0.039
274.998	335.394	-0.045
275.220	335.380	-0.048
275.457	335.365	-0.050
275.708	335.349	-0.053
275.971	335.331	-0.056
276.239	335.313	-0.058
276.510	335.295	-0.060
276.788	335.276	-0.062
277.075	335.256	-0.064
277.374	335.235	-0.065
277.686	335.213	-0.067
278.014	335.190	-0.068
278.352	335.165	-0.069
278.704	335.140	-0.070
279.067	335.113	-0.071
279.441	335.086	-0.072
279.821	335.061	-0.069
280.201	335.040	-0.064
280.578	335.021	-0.059
280.952	335.004	-0.055
281.321	334.987	-0.051
281.685	334.972	-0.047
282.044	334.957	-0.045
282.399	334.943	-0.042
282.753	334.930	-0.041
283.108	334.917	-0.039
283.465	334.905	-0.038
283.826	334.892	-0.037
284.190	334.880	-0.036
284.557	334.869	-0.033
284.926	334.860	-0.030
285.294	334.852	-0.028
285.662	334.844	-0.025
286.028	334.837	-0.023
286.391	334.830	-0.021
286.754	334.824	-0.020
287.114	334.818	-0.019
287.474	334.812	-0.018
287.835	334.806	-0.017
288.196	334.801	-0.016
288.558	334.795	-0.016
288.922	334.790	-0.015
289.286	334.785	-0.015
289.651	334.781	-0.014
290.017	334.777	-0.013
290.382	334.773	-0.011
290.746	334.770	-0.011
291.110	334.767	-0.010
291.473	334.764	-0.009
291.835	334.762	-0.008
292.197	334.759	-0.008
292.560	334.757	-0.008
292.922	334.754	-0.007
293.285	334.752	-0.007
293.649	334.750	-0.007
294.013	334.748	-0.006
294.376	334.745	-0.006
294.741	334.743	-0.006
295.104	334.742	-0.005
295.468	334.740	-0.005
295.832	334.739	-0.005
296.195	334.738	-0.004
296.558	334.736	-0.004
296.921	334.735	-0.004
297.284	334.734	-0.003
297.647	334.733	-0.003
298.010	334.732	-0.003
298.374	334.731	-0.003
298.737	334.730	-0.003
299.101	334.729	-0.003
299.464	334.728	-0.003
299.827	334.727	-0.003
300.188	334.726	-0.003
300.545	334.726	-0.002
300.899	334.725	-0.002
301.248	334.724	-0.002
301.592	334.724	-0.002
301.932	334.723	-0.002
302.268	334.723	-0.002
302.600	334.722	-0.002
302.929	334.721	-0.002
303.256	334.721	-0.002
303.581	334.720	-0.002
303.904	334.720	-0.002
304.225	334.719	-0.002
304.544	334.719	-0.002
304.861	334.719	-0.001
305.175	334.718	-0.001
305.486	334.718	-0.001
305.794	334.717	-0.001
306.098	334.717	-0.001
306.399	334.717	-0.001
306.697	334.716	-0.001
306.992	334.716	-0.001
307.285	334.715	-0.001
307.576	334.715	-0.001
307.864	334.715	-0.001
308.151	334.715	-0.001
308.435	334.714	-0.001
308.717	334.714	-0.001
308.996	334.714	-0.001
309.274	334.714	-0.001
309.548	334.713	-0.001
309.820	334.713	-0.001
310.089	334.713	-0.001
310.356	334.713	-0.001
310.620	334.713	-0.001
310.882	334.712	-0.001
311.142	334.712	-0.001
311.399	334.712	-0.001
311.655	334.712	-0.001
311.908	334.712	-0.001
312.160	334.711	-0.001
312.412	334.711	-0.001
312.659	334.711	-0.001
312.886	334.711	-0.001
313.117	334.711	-0.001
313.353	334.711	-0.001
313.596	334.710	-0.001
313.843	334.710	-0.001
314.089	334.710	-0.001
314.330	334.710	-0.001
314.566	334.712	0.001
314.801	334.716	0.004
315.037	334.721	0.007
315.280	334.725	0.009
315.531	334.730	0.011
315.793	334.736	0.013
316.057	334.742	0.015
316.325	334.748	0.017
316.598	334.754	0.018
316.880	334.761	0.020
317.172	334.769	0.021
317.476	334.776	0.022
317.792	334.789	0.027
318.120	334.807	0.035
318.464	334.829	0.044
318.820	334.855	0.053
319.189	334.883	0.060
319.568	334.914	0.067
319.949	334.946	0.074
320.329	334.980	0.079
320.705	335.019	0.088
321.073	335.068	0.104
321.433	335.125	0.123
321.787	335.188	0.142
322.135	335.260	0.164
322.476	335.344	0.191
322.813	335.439	0.220
323.151	335.544	0.247
323.489	335.661	0.277
323.827	335.790	0.308
324.164	335.933	0.340
324.497	336.087	0.373
324.828	336.250	0.404
325.153	336.423	0.435
325.469	336.606	0.468
325.777	336.798	0.501
326.075	336.999	0.535
326.363	337.210	0.569
326.643	337.431	0.605
326.917	337.661	0.637
327.183	337.901	0.671
327.443	338.151	0.705
327.693	338.412	0.741
327.935	338.682	0.776
328.167	338.962	0.813
328.388	339.250	0.850
328.602	339.545	0.884
328.804	339.847	0.919
328.995	340.155	0.954
329.174	340.468	0.989
329.340	340.787	1.025
329.498	341.111	1.058
329.643	341.440	1.093
329.769	341.774	1.134
329.879	342.114	1.177
329.977	342.459	1.219
330.064	342.810	1.257
330.143	343.166	1.292
330.214	343.525	1.322
330.278	343.887	1.349
330.335	344.249	1.373
330.383	344.611	1.398
330.422	344.972	1.422
330.455	345.332	1.443
330.482	345.692	1.462
330.506	346.052	1.478
330.525	346.413	1.492
330.542	346.774	1.504
330.556	347.137	1.514
330.569	347.500	1.523
330.579	347.864	1.530
330.587	348.229	1.537
330.594	348.593	1.543
330.599	348.958	1.548
330.604	349.322	1.552
330.607	349.685	1.555
330.610	350.048	1.558
330.612	350.411	1.561
330.614	350.773	1.563
330.615	351.136	1.564
330.616	351.499	1.566
330.617	351.862	1.567
330.618	352.226	1.568
330.618	352.589	1.569
330.618	352.953	1.569
