-1.044	0.272	2.886
-1.245	0.325	2.886
-1.463	0.382	2.886
-1.660	0.433	2.886
-1.855	0.484	2.886
-2.079	0.542	2.886
-2.279	0.595	2.886
-2.498	0.652	2.885
-2.735	0.714	2.885
-2.991	0.781	2.885
-3.195	0.835	2.884
-3.409	0.891	2.884
-3.634	0.951	2.883
-3.869	1.013	2.883
-4.115	1.078	2.882
-4.371	1.146	2.882
-4.637	1.216	2.881
-4.914	1.290	2.881
-5.201	1.367	2.880
-5.398	1.420	2.880
-5.600	1.474	2.879
-5.807	1.529	2.879
-6.018	1.586	2.879
-6.233	1.644	2.878
-6.454	1.703	2.878
-6.679	1.764	2.877
-6.908	1.826	2.877
-7.142	1.890	2.877
-7.381	1.954	2.876
-7.624	2.021	2.876
-7.872	2.088	2.876
-8.125	2.157	2.875
-8.382	2.227	2.875
-8.644	2.298	2.875
-8.910	2.371	2.874
-9.181	2.445	2.874
-9.457	2.521	2.874
-9.737	2.598	2.874
-10.022	2.676	2.873
-10.311	2.755	2.873
-10.605	2.836	2.873
-10.904	2.918	2.873
-11.207	3.002	2.873
-11.515	3.087	2.872
-11.827	3.173	2.872
-12.144	3.260	2.872
-12.466	3.349	2.872
-12.792	3.439	2.872
-13.123	3.531	2.872
-13.459	3.624	2.872
-13.799	3.718	2.872
-14.143	3.813	2.872
-14.493	3.910	2.872
-14.847	4.008	2.872
-15.205	4.107	2.872
-15.569	4.207	2.872
-15.936	4.309	2.872
-16.309	4.412	2.872
-16.686	4.517	2.872
-17.067	4.622	2.872
-17.453	4.729	2.872
-17.648	4.783	2.872
-17.844	4.837	2.872
-18.040	4.891	2.872
-18.238	4.946	2.872
-18.437	5.001	2.872
-18.637	5.056	2.872
-18.837	5.112	2.872
-19.039	5.168	2.872
-19.242	5.224	2.872
-19.446	5.280	2.872
-19.651	5.337	2.872
-19.856	5.393	2.872
-20.063	5.451	2.872
-20.271	5.508	2.872
-20.479	5.565	2.872
-20.688	5.623	2.872
-20.899	5.681	2.872
-21.110	5.740	2.872
-21.322	5.798	2.872
-21.535	5.857	2.872
-21.748	5.916	2.872
-21.963	5.975	2.872
-22.178	6.035	2.872
-22.394	6.094	2.873
-22.611	6.154	2.873
-22.829	6.214	2.873
-23.047	6.274	2.873
-23.267	6.335	2.873
-23.486	6.395	2.873
-23.707	6.456	2.873
-23.929	6.517	2.873
-24.151	6.578	2.873
-24.373	6.640	2.873
-24.597	6.701	2.873
-24.821	6.763	2.873
-25.046	6.825	2.873
-25.272	6.887	2.873
-25.498	6.949	2.873
-25.725	7.012	2.873
-25.952	7.074	2.873
-26.180	7.137	2.873
-26.409	7.200	2.873
-26.638	7.263	2.873
-26.868	7.326	2.873
-27.098	7.390	2.873
-27.329	7.453	2.873
-27.561	7.517	2.873
-27.793	7.581	2.873
-28.026	7.645	2.873
-28.259	7.709	2.873
-28.493	7.773	2.873
-28.727	7.838	2.873
-28.962	7.902	2.873
-29.197	7.967	2.873
-29.433	8.032	2.873
-29.670	8.097	2.873
-29.906	8.162	2.873
-30.144	8.227	2.873
-30.381	8.292	2.873
-30.620	8.358	2.873
-30.858	8.423	2.873
-31.098	8.489	2.873
-31.337	8.555	2.873
-31.577	8.621	2.874
-31.818	8.687	2.874
-32.059	8.753	2.874
-32.300	8.819	2.874
-32.542	8.886	2.874
-32.784	8.952	2.874
-33.026	9.019	2.874
-33.269	9.086	2.874
-33.512	9.153	2.874
-33.756	9.219	2.874
-34.000	9.286	2.874
-34.245	9.354	2.874
-34.489	9.421	2.874
-34.735	9.488	2.874
-34.980	9.556	2.874
-35.226	9.623	2.874
-35.472	9.691	2.874
-35.719	9.758	2.874
-35.965	9.826	2.874
-36.213	9.894	2.874
-36.460	9.962	2.874
-36.708	10.030	2.874
-36.956	10.098	2.874
-37.205	10.166	2.874
-37.453	10.234	2.874
-37.702	10.303	2.874
-37.952	10.371	2.874
-38.201	10.439	2.874
-38.451	10.508	2.874
-38.702	10.577	2.874
-38.952	10.645	2.874
-39.203	10.714	2.874
-39.454	10.783	2.874
-39.705	10.851	2.874
-39.957	10.920	2.874
-40.209	10.989	2.875
-40.461	11.058	2.875
-40.713	11.127	2.875
-40.966	11.197	2.875
-41.218	11.266	2.875
-41.472	11.335	2.875
-41.725	11.404	2.875
-41.978	11.473	2.875
-42.232	11.543	2.875
-42.486	11.612	2.875
-42.740	11.682	2.875
-42.995	11.751	2.875
-43.249	11.821	2.875
-43.504	11.890	2.876
-43.759	11.960	2.876
-44.015	12.029	2.876
-44.270	12.099	2.876
-44.526	12.169	2.876
-44.782	12.238	2.876
-45.038	12.308	2.876
-45.294	12.378	2.876
-45.551	12.447	2.876
-45.808	12.517	2.877
-46.064	12.587	2.877
-46.321	12.657	2.877
-46.579	12.727	2.877
-46.836	12.796	2.877
-47.094	12.866	2.877
-47.351	12.936	2.877
-47.609	13.006	2.877
-47.868	13.076	2.878
-48.126	13.146	2.878
-48.384	13.216	2.878
-48.643	13.286	2.878
-48.902	13.356	2.878
-49.161	13.426	2.878
-49.420	13.496	2.878
-49.679	13.565	2.878
-49.938	13.635	2.879
-50.198	13.705	2.879
-50.458	13.775	2.879
-50.717	13.845	2.879
-50.977	13.915	2.879
-51.237	13.985	2.879
-51.498	14.055	2.879
-51.758	14.125	2.880
-52.019	14.195	2.880
-52.279	14.265	2.880
-52.540	14.335	2.880
-52.801	14.405	2.880
-53.062	14.475	2.880
-53.323	14.545	2.880
-53.585	14.615	2.881
-53.846	14.685	2.881
-54.108	14.755	2.881
-54.369	14.824	2.881
-54.631	14.894	2.881
-54.893	14.964	2.881
-55.155	15.034	2.881
-55.417	15.104	2.882
-55.679	15.174	2.882
-55.942	15.244	2.882
-56.204	15.314	2.882
-56.467	15.383	2.882
-56.729	15.453	2.882
-56.992	15.523	2.882
-57.255	15.593	2.882
-57.518	15.663	2.883
-57.781	15.733	2.883
-58.044	15.802	2.883
-58.307	15.872	2.883
-58.571	15.942	2.883
-58.834	16.012	2.883
-59.098	16.081	2.883
-59.361	16.151	2.883
-59.625	16.221	2.883
-59.889	16.291	2.883
-60.153	16.360	2.883
-60.417	16.430	2.884
-60.681	16.500	2.884
-60.945	16.570	2.884
-61.209	16.639	2.884
-61.473	16.709	2.884
-61.738	16.779	2.884
-62.002	16.849	2.884
-62.266	16.918	2.884
-62.531	16.988	2.884
-62.796	17.058	2.884
-63.060	17.127	2.884
-63.325	17.197	2.884
-63.590	17.267	2.884
-63.855	17.337	2.884
-64.120	17.406	2.884
-64.385	17.476	2.884
-64.650	17.546	2.884
-64.915	17.616	2.884
-65.180	17.686	2.884
-65.446	17.756	2.884
-65.711	17.825	2.884
-65.976	17.895	2.884
-66.242	17.965	2.884
