1660201473.161145854	-860.740	-129.510	1.575
1660201473.821113289	-860.740	-129.310	1.575
1660201474.001112411	-860.741	-129.088	1.575
1660201474.121095997	-860.742	-128.887	1.575
1660201474.241114997	-860.743	-128.644	1.575
1660201474.331112909	-860.744	-128.408	1.575
1660201474.411121424	-860.745	-128.198	1.575
1660201474.491112952	-860.746	-127.969	1.575
1660201474.581118193	-860.747	-127.721	1.575
1660201474.661134810	-860.748	-127.453	1.574
1660201474.721110316	-860.749	-127.240	1.574
1660201474.781118664	-860.749	-127.016	1.574
1660201474.841115235	-860.750	-126.781	1.574
1660201474.901111199	-860.751	-126.536	1.574
1660201474.951108268	-860.752	-126.279	1.574
1660201475.021115290	-860.753	-126.012	1.574
1660201475.071110104	-860.754	-125.734	1.574
1660201475.131117060	-860.754	-125.445	1.573
1660201475.191111551	-860.755	-125.146	1.573
1660201475.231112470	-860.756	-124.940	1.573
1660201475.271116851	-860.756	-124.729	1.573
1660201475.311113165	-860.757	-124.514	1.573
1660201475.351113081	-860.757	-124.294	1.573
1660201475.391123806	-860.758	-124.069	1.573
1660201475.441112020	-860.758	-123.839	1.573
1660201475.471115909	-860.759	-123.605	1.573
1660201475.511118939	-860.759	-123.366	1.573
1660201475.551120703	-860.760	-123.121	1.573
1660201475.601119421	-860.760	-122.873	1.572
1660201475.641121498	-860.760	-122.619	1.572
1660201475.681111307	-860.761	-122.360	1.572
1660201475.721119837	-860.761	-122.097	1.572
1660201475.761113316	-860.762	-121.829	1.572
1660201475.791140378	-860.762	-121.556	1.572
1660201475.831116227	-860.762	-121.278	1.572
1660201475.871115144	-860.763	-120.996	1.572
1660201475.911367420	-860.763	-120.709	1.572
1660201475.961126965	-860.763	-120.416	1.572
1660201476.001115327	-860.763	-120.120	1.572
1660201476.041114058	-860.764	-119.818	1.572
1660201476.081109804	-860.764	-119.511	1.571
1660201476.121120859	-860.764	-119.200	1.571
1660201476.161108145	-860.764	-118.884	1.571
1660201476.201112412	-860.765	-118.563	1.571
1660201476.241116757	-860.765	-118.238	1.571
1660201476.281117233	-860.765	-117.907	1.571
1660201476.321117446	-860.765	-117.572	1.571
1660201476.361122936	-860.765	-117.232	1.571
1660201476.401112563	-860.765	-116.887	1.571
1660201476.441113891	-860.765	-116.537	1.571
1660201476.481110382	-860.765	-116.183	1.571
1660201476.521086239	-860.765	-115.823	1.571
1660201476.561125621	-860.765	-115.459	1.571
1660201476.601111413	-860.765	-115.091	1.571
1660201476.641116090	-860.765	-114.717	1.571
1660201476.681115101	-860.765	-114.338	1.571
1660201476.721111828	-860.765	-113.955	1.571
1660201476.761110261	-860.765	-113.567	1.571
1660201476.791117930	-860.765	-113.174	1.571
1660201476.841119913	-860.765	-112.777	1.571
1660201476.861140101	-860.765	-112.576	1.571
1660201476.871115262	-860.765	-112.374	1.571
1660201476.901117235	-860.765	-112.171	1.571
1660201476.921114287	-860.765	-111.967	1.571
1660201476.941116107	-860.765	-111.762	1.571
1660201476.961112503	-860.765	-111.555	1.571
1660201476.971111543	-860.765	-111.347	1.571
1660201477.001115566	-860.765	-111.138	1.570
1660201477.011109380	-860.765	-110.928	1.570
1660201477.041116248	-860.765	-110.717	1.570
1660201477.061117496	-860.765	-110.504	1.570
1660201477.071112191	-860.765	-110.290	1.570
1660201477.101116048	-860.765	-110.075	1.570
1660201477.111133029	-860.764	-109.859	1.570
1660201477.131115552	-860.764	-109.642	1.570
1660201477.161113015	-860.764	-109.423	1.570
1660201477.181117954	-860.764	-109.203	1.570
1660201477.201110092	-860.764	-108.982	1.570
1660201477.211110350	-860.764	-108.760	1.570
1660201477.241114898	-860.764	-108.537	1.570
1660201477.251111255	-860.764	-108.312	1.570
1660201477.281128161	-860.764	-108.086	1.570
1660201477.291116561	-860.764	-107.859	1.570
1660201477.321112470	-860.764	-107.631	1.570
1660201477.331123880	-860.764	-107.402	1.570
1660201477.361143391	-860.763	-107.171	1.570
1660201477.381115446	-860.763	-106.939	1.570
1660201477.401101772	-860.763	-106.706	1.570
1660201477.411128195	-860.763	-106.472	1.570
1660201477.441112897	-860.763	-106.237	1.570
1660201477.461121149	-860.763	-106.000	1.570
1660201477.471112886	-860.763	-105.762	1.570
1660201477.501117585	-860.763	-105.523	1.570
