1711423426407	0.99274	-0.423161	-61.6286	0.351976	0.048515	0.0403824t0.00099518	0.732795
1711423426427	0.992918	-0.423237	-61.6285	0.351976	0.0485151	0.0403824t0.018004	0.744399
1711423426447	0.993349	-0.423421	-61.6284	0.351976	0.0485152	0.048515t0.0332711	0.836633
1711423426466	0.994293	-0.423823	-61.628	0.351975	0.0485152	0.0485151t0.0849908	3.06431
1711423426487	0.996242	-0.424654	331.236	-1.23819	0.096198	0.0485152t0.140049	2.29813
1711423426506	0.999069	-0.42586	331.233	-1.23819	0.0961967	0.0485152t0.186877	2.2953
1711423426526	1.00266	-0.427391	331.229	-1.23819	0.0961976	0.096198t0.218121	1.97425
1711423426546	1.00685	-0.429179	331.225	-1.2382	0.096195	0.0961967t0.248918	1.65962
1711423426566	1.01166	-0.43123	331.22	-1.23821	0.0961921	0.0961976t0.279573	1.69597
1711423426586	1.01713	-0.433567	331.214	-1.23823	0.0961921	0.096195t0.318884	2.15974
1711423426606	1.02338	-0.436231	331.208	-1.23824	0.096189	0.0961921t0.35896	1.84054
1711423426626	1.03034	-0.439199	-0.0919198	1.57008	-0.0122849	0.0961921t0.396385	1.66096
1711423426646	1.03795	-0.442447	-0.0836396	1.57007	-0.0126628	0.0961921t0.43056	1.75173
1711423426666	1.04623	-0.44598	-0.0746375	1.57006	-0.012874	-0.0122849t0.469825	1.99988
1711423426687	1.05529	-0.44983	-0.0648012	1.57006	-0.0129125	-0.0126628t0.51129	1.85968
1711423426706	1.06507	-0.453991	-0.000304231	0.00493069	-0.0129419	-0.012874t0.549739	1.77663
1711423426727	1.07553	-0.458444	-0.000253449	0.00493334	-0.0129738	-0.0129125t0.585854	1.89581
1711423426746	1.08668	-0.463192	-0.000198157	0.00493603	-0.0130061	-0.0129419t0.624484	1.92109
1711423426767	1.09855	-0.468245	-0.000109419	0.00325523	-0.0124689	-0.0129419t0.663367	1.94612
1711423426786	1.11113	-0.473601	-6.78917e-05	0.00325841	-0.0124874	-0.0130061t0.701284	1.87608
1711423426806	1.12439	-0.479253	-2.30832e-05	0.00326184	-0.012502	-0.0124689t0.73902	1.886
1711423426826	1.13836	-0.485202	-2.50306e-05	0.000259988	-0.0125139	-0.0124874t0.776802	1.89049
1711423426847	1.15301	-0.491448	-2.15244e-05	0.000263893	-0.0125204	-0.012502t0.814631	1.89247
1711423426867	1.16837	-0.497991	-1.71504e-05	0.000268095	-0.0125223	-0.0125139t0.852498	1.89438
1711423426887	1.18442	-0.504832	-6.72268e-06	4.51895e-05	-0.0186457	-0.0125139t0.890403	1.8961
1711423426907	1.20117	-0.511971	-4.90385e-06	4.99877e-05	-0.0186875	-0.0125223t0.928341	1.89771
1711423426926	1.21861	-0.519408	-6.46695e-06	-9.76818e-05	-0.0187284	-0.0125223t0.966311	1.89918
1711423426946	1.23676	-0.527144	-6.38385e-06	-9.16617e-05	-0.0187526	-0.0186875t1.00431	1.90049
1711423426967	1.2556	-0.535177	-6.87785e-06	-8.34661e-05	-0.0187394	-0.0187284t1.04233	1.90164
1711423426987	1.27515	-0.543507	-7.56622e-06	-7.50022e-05	-0.0194466	-0.0187526t1.07989	1.87192
1711423427006	1.29537	-0.552129	-7.8639e-06	-6.62701e-05	-0.0194423	-0.0187394t1.11673	1.83775
1711423427026	1.31627	-0.561039	-7.37955e-06	-0.00014783	-0.0194378	-0.0187394t1.15356	1.84305
1711423427046	1.33785	-0.570241	-3.89848e-06	-0.000169542	-0.0222293	-0.0194423t1.19122	1.9172
1711423427067	1.36014	-0.579741	-6.60991e-06	-0.000159648	-0.0222471	-0.0194378t1.22935	1.90544
1711423427086	1.38312	-0.589541	-9.40621e-06	-0.000149485	-0.0222677	-0.0194378t1.2675	1.90717
1711423427106	1.4068	-0.599636	-1.18918e-05	-0.000138339	-0.0222748	-0.0222471t1.30457	1.83394
1711423427126	1.43116	-0.610019	-1.51386e-05	-0.000126061	-0.0222697	-0.0222471t1.34143	1.84646
1711423427146	1.4562	-0.620693	-1.81881e-05	-0.00021494	-0.0222683	-0.0222748t1.37832	1.84443
1711423427166	1.48191	-0.631655	-2.40661e-05	-0.000202155	-0.0222679	-0.0222697t1.41521	1.84478
1711423427187	1.5083	-0.642908	-2.98652e-05	-0.000189042	-0.0222683	-0.0222697t1.45211	1.84494
1711423427206	1.53538	-0.65445	-4.28344e-05	-0.000248083	-0.0107003	-0.0222679t1.489	1.8449
1711423427226	1.56313	-0.666281	-5.0588e-05	-0.000234284	-0.0105487	-0.0222679t1.5259	1.84475
1711423427246	1.59155	-0.678403	-5.83315e-05	-0.000220337	-0.0103953	-0.0107003t1.56279	1.84428
1711423427266	1.62066	-0.690813	-6.69071e-05	-0.000211515	-0.00933149	-0.0105487t1.59967	1.8438
1711423427286	1.65045	-0.703516	-7.15108e-05	-0.00030153	-0.00930931	-0.0105487t1.63655	1.84332
1711423427307	1.68091	-0.716508	-7.96515e-05	-0.000294377	-0.00928612	-0.0103953t1.67341	1.84287
1711423427326	1.71205	-0.729789	-7.66412e-05	-0.000358345	-0.0107522	-0.00933149t1.71027	1.84247
1711423427346	1.74387	-0.743359	-8.87969e-05	-0.000440725	-0.0107682	-0.00928612t1.74711	1.84212
1711423427366	1.77637	-0.757218	-0.000103658	-0.000433959	-0.00956717	-0.0107522t1.78396	1.84182
1711423427386	1.80954	-0.771366	-0.00011882	-0.000426479	-0.00955771	-0.0107682t1.82079	1.84157
1711423427407	1.8434	-0.785803	-0.000134849	-0.000418373	-0.00954182	-0.00956717t1.85762	1.84138
1711423427426	1.87793	-0.800528	-0.000151364	-0.000410863	-0.00954229	-0.00955771t1.89445	1.84123
1711423427446	1.91314	-0.815543	-0.000222444	0.000158058	-0.00954556	-0.00955771t1.93128	1.84111
1711423427466	1.94902	-0.830847	-0.000216795	0.000165598	-0.00955021	-0.00954229t1.9681	1.84103
1711423427487	1.98558	-0.84644	-0.000607719	0.000657296	-0.0145625	-0.00954556t2.00493	1.83991
1711423427507	2.02282	-0.862322	-0.000581809	0.000665134	-0.0146529	-0.00955021t2.04173	1.84036
1711423427526	2.06074	-0.878494	-0.000555134	0.000673061	-0.0147485	-0.00955021t2.07854	1.84035
1711423427546	2.09933	-0.894955	-0.000527116	0.000682389	-0.01482	-0.0145625t2.11535	1.84035
1711423427566	2.1386	-0.911704	-0.000498941	0.000694757	-0.014838	-0.0146529t2.15216	1.84039
1711423427586	2.17855	-0.928739	-0.000391037	0.00124962	-0.0148541	-0.01482t2.18824	1.802
1711423427606	2.21915	-0.946056	-0.000337713	0.00126286	-0.0148683	-0.014838t2.22382	1.78247
1711423427627	2.2604	-0.963653	-0.000424518	0.00129316	-0.00449932	-0.0148541t2.25984	1.85438
1711423427646	2.30233	-0.981539	-0.000366715	0.00130681	-0.00431064	-0.0148541t2.29672	1.84672
1711423427666	2.34494	-0.999715	-0.000307057	0.00132058	-0.00411418	-0.00449932t2.33333	1.76343
1711423427686	2.38821	-1.01817	-0.000247135	0.00132911	-0.004029	-0.00431064t2.36897	1.77757
1711423427706	2.43213	-1.03691	-0.000181604	0.00133331	-0.00401448	-0.00411418t2.40459	1.78035
1711423427727	2.47672	-1.05594	-0.00011375	0.00127083	-0.00399471	-0.004029t2.44144	1.83262
1711423427746	2.52198	-1.07526	-4.83246e-05	0.00127504	-0.00313098	-0.00401448t2.47792	1.81001
1711423427767	2.56791	-1.09485	1.78332e-05	0.00127939	-0.00309959	-0.00401448t2.51354	1.7872
1711423427786	2.61449	-1.11473	-9.25427e-05	0.00115398	-0.002687	-0.00313098t2.54917	1.78267
1711423427806	2.66173	-1.13489	-3.18164e-05	0.00115803	-0.00182998	-0.00313098t2.58482	1.78241
1711423427826	2.70962	-1.15532	2.98406e-05	0.0011617	-0.00179188	-0.00309959t2.62047	1.78287
1711423427847	2.75817	-1.17604	9.22622e-05	0.00116515	-0.00175811	-0.00182998t2.65613	1.78328
1711423427867	2.80737	-1.19703	0.000155111	0.00116781	-0.00174195	-0.00179188t2.6918	1.78357
1711423427886	2.85724	-1.21831	0.000327111	4.41837e-05	-0.00173423	-0.00175811t2.72748	1.78376
1711423427906	2.90775	-1.23987	0.000895538	0.000387002	-0.0105173	-0.00174195t2.76316	1.78388
1711423427926	2.95893	-1.2617	0.000908354	-0.000716934	-0.0107194	-0.00174195t2.79884	1.78392
1711423427946	3.01076	-1.28382	0.000867576	-0.000714878	-0.0109346	-0.00173423t2.83452	1.7839
1711423427966	3.06324	-1.30621	0.000827132	-0.000710556	-0.0111107	-0.0105173t2.8702	1.78384
1711423427986	3.11639	-1.32889	0.000785532	-0.000699768	-0.0111648	-0.0107194t2.90588	1.78375
1711423428007	3.17019	-1.35184	0.00073977	-0.000686864	-0.0111993	-0.0111107t2.94155	1.78358
1711423428026	3.22465	-1.37507	0.000597007	-0.00127601	-0.0102202	-0.0111107t2.97723	1.78341
1711423428046	3.27976	-1.39859	0.000516586	-0.00126263	-0.0102207	-0.0111648t3.01289	1.78321
1711423428066	3.33553	-1.42238	0.000436585	-0.00124913	-0.01022	-0.0111993t3.04856	1.78301
1711423428086	3.39195	-1.44646	0.000465057	-0.00111494	-0.00141911	-0.0102207t3.08422	1.78279
1711423428106	3.44903	-1.47082	0.000393638	-0.00110204	-0.00120547	-0.01022t3.11955	1.71196
1711423428127	3.50674	-1.49545	0.000323357	-0.00108916	-0.000979858	-0.01022t3.15401	1.71879
1711423428146	3.56509	-1.52035	0.000192812	-0.000660173	-0.000766218	-0.00120547t3.18841	1.75657
1711423428166	3.62409	-1.54553	0.000149098	-0.000655076	-0.00068696	-0.000979858t3.22414	1.78545
1711423428187	3.68374	-1.57099	0.000110059	-0.000653497	-0.000657065	-0.000766218t3.25935	1.75135
1711423428206	3.74402	-1.59673	7.25666e-05	-0.000652335	3.40962e-05	-0.000766218t3.2938	1.71778
1711423428226	3.80494	-1.62274	7.4409e-05	0.000160468	0.00202337	-0.000657065t3.32825	1.72366
1711423428247	3.86649	-1.64902	8.88247e-05	0.000161839	0.00212591	3.40962e-05t3.36271	1.72346
1711423428266	3.92868	-1.67556	0.000102834	0.000162584	0.00221787	0.00202337t3.39719	1.72423
1711423428287	3.9915	-1.70238	0.000116447	0.000161571	0.00241152	0.00202337t3.43168	1.72467
1711423428306	4.05495	-1.72947	0.000130573	0.000159336	0.00244543	0.00212591t3.46618	1.72504
1711423428327	4.11904	-1.75683	0.000285843	0.000843584	0.00247461	0.00241152t3.50069	1.72529
1711423428346	4.18377	-1.78446	0.000347369	0.000840694	0.00249688	0.00244543t3.5352	1.72544
1711423428366	4.24913	-1.81236	-0.000560862	0.000719946	0.00355169	0.00247461t3.56971	1.72552
1711423428387	4.31513	-1.84053	-0.000462216	0.000860262	0.00359253	0.00247461t3.60422	1.72551
1711423428407	4.38176	-1.86897	-0.00039957	0.000856775	0.00363098	0.00249688t3.63874	1.72545
1711423428426	4.44902	-1.89768	-0.00033721	0.00085299	0.00366371	0.00359253t3.67325	1.72534
1711423428446	4.51692	-1.92666	-0.000275068	0.000848192	0.00367618	0.00363098t3.70775	1.7252
1711423428466	4.58546	-1.95591	-0.000212507	0.000842738	0.00367759	0.00366371t3.74226	1.72504
1711423428487	4.65463	-1.98544	-0.000183818	0.000631201	0.00369714	0.00367618t3.77631	1.68735
1711423428507	4.72442	-2.01522	-8.71251e-05	-0.000184588	0.00369322	0.00367759t3.80962	1.6642
1711423428527	4.79482	-2.04526	-0.000102405	-0.000190459	0.00452405	0.00367759t3.84287	1.66265
1711423428546	4.86583	-2.07557	-0.000118364	-0.00019633	0.00454509	0.00369322t3.87683	1.74629
1711423428566	4.93748	-2.10615	-0.000134988	-0.00020238	0.00456453	0.00452405t3.91085	1.67317
1711423428587	5.00974	-2.13698	-0.000152317	-0.000209145	0.00457151	0.00454509t3.94412	1.65991
