0.2300	0.0000	0.0000	1.0168	1.5500	0.6682	1.3320
0.2300	0.0000	0.0000	1.0168	1.5500	0.6682	1.3320
0.2300	0.0000	0.0000	1.0378	1.5500	0.9644	1.3320
0.2300	0.0000	0.0000	1.0378	1.5500	0.9644	1.3320
0.3000	0.0000	0.0000	1.0378	1.5500	1.0956	1.3320
0.3000	0.0000	0.0000	1.0706	1.5500	1.0956	1.7640
0.3000	0.0000	0.0000	1.0706	1.5500	1.1537	1.7640
0.3000	0.0000	0.0000	1.0706	1.5500	1.1537	1.7640
0.3000	0.0000	0.0000	1.0706	1.5500	1.1795	1.7640
0.3000	0.0000	0.0000	1.0706	1.5500	1.1795	1.7640
0.3000	0.0000	0.0000	1.0706	1.5500	1.4137	1.7640
0.3000	0.0000	0.0000	1.0706	1.5500	1.4137	1.9440
0.3000	0.0000	0.0000	1.0706	1.5500	1.5174	1.9440
0.3000	0.0000	0.0000	1.0706	1.5500	1.5174	1.9440
0.3000	0.0000	0.0000	1.0706	1.5500	1.5634	1.9440
0.3000	0.0000	0.0000	1.0706	1.5500	1.5634	1.9440
0.3000	0.0000	0.0000	1.0706	1.5500	1.5838	1.9440
0.3000	0.0000	0.0000	1.4259	1.5500	1.5838	2.2680
0.3000	0.0000	0.0000	1.4259	1.5500	1.5928	2.2680
0.3000	0.0000	0.0000	1.4259	1.5500	1.5928	2.2680
0.3000	0.0000	0.0000	1.3327	1.5500	1.5928	2.4840
0.3000	0.0000	0.0000	1.3327	1.5500	1.8752	2.4840
0.3000	0.0000	0.0000	1.3327	1.5500	1.8752	2.4840
0.3000	0.0000	0.0000	1.3327	1.5500	2.0004	2.4840
0.3000	0.0000	0.0000	1.3327	1.5500	2.0004	2.4840
0.3000	0.0000	0.0000	1.3327	1.5500	2.0559	2.6640
0.3000	0.0000	0.0000	1.3327	1.5500	2.0559	2.6640
0.3000	0.0000	0.0000	1.3327	1.5500	2.0804	2.6640
0.3000	0.0000	0.0000	1.4305	1.5500	2.0804	2.6640
0.3000	0.0000	0.0000	1.4305	1.5500	2.0913	2.6640
0.3000	0.0000	0.0000	1.4305	1.5500	2.0913	2.6640
0.3000	0.0000	0.0000	1.4305	1.5500	2.3746	2.6640
0.3000	0.0000	0.0000	1.4305	1.5500	2.3746	2.6640
0.3000	0.0000	0.0000	1.4305	1.5500	2.5001	2.6640
0.3000	0.0000	0.0000	1.4305	1.5500	2.5001	2.6640
0.3000	0.0000	0.0000	1.4305	1.5500	2.5557	2.6640
0.3000	0.0000	0.0000	1.4305	1.5500	2.5557	2.6640
0.3000	0.0000	0.0000	1.3696	1.5500	2.5804	3.1320
0.3000	0.0000	0.0000	1.3696	1.5500	2.5804	3.1320
0.3000	0.0000	0.0000	1.3696	1.5500	2.5913	3.1320
0.3000	0.0000	0.0000	1.3696	1.5500	2.5913	3.1320
0.3000	0.0000	0.0000	1.3725	1.5500	2.8746	3.5280
0.3000	0.0000	0.0000	1.3725	1.5500	2.8746	3.5280
