CMDdriver	GasFeedback	targetVel	AccX	AccY	CMD_acc	GpsSpeed
0.0000	0.3380	25.0316	1.6098	0.0000	1.6447	71.3961
0.0000	0.3512	25.0606	1.6872	0.0000	1.6053	71.5168
0.0000	0.3400	25.0894	1.6246	0.0000	1.5565	71.6349
0.0000	0.3300	25.1186	1.5631	0.0000	1.5923	71.7488
0.0000	0.3394	25.1475	1.6155	0.0000	1.6280	71.8636
0.0000	0.3394	25.1766	1.6155	0.0000	1.5951	71.8636
0.0000	0.3300	25.2055	1.5561	0.0000	1.5742	72.0939
0.0000	0.3358	25.2344	1.5886	0.0000	1.6278	72.2079
0.0000	0.3525	25.2635	1.6856	0.0000	1.6070	72.3276
0.0000	0.3400	25.2925	1.6147	0.0000	1.5465	72.4459
0.0000	0.3200	25.3217	1.4799	0.0000	1.5874	72.5572
0.0000	0.3500	25.3505	1.6600	0.0000	1.6674	72.6713
0.0000	0.3524	25.3796	1.6759	0.0000	1.5578	72.7918
0.0000	0.3300	25.4086	1.5401	0.0000	1.5460	72.9048
0.0000	0.3219	25.4376	1.4831	0.0000	1.6265	73.0127
0.0000	0.3600	25.4664	1.7095	0.0000	1.6603	73.1288
0.0000	0.3500	25.4954	1.6435	0.0000	1.5224	73.2503
0.0000	0.3200	25.5245	1.4659	0.0000	1.5598	73.3577
0.0000	0.3500	25.5536	1.6397	0.0000	1.6663	73.4730
0.0000	0.3585	25.5826	1.6987	0.0000	1.5603	73.5942
0.0000	0.3300	25.6116	1.5276	0.0000	1.5225	73.7094
0.0000	0.3300	25.6404	1.5276	0.0000	1.6238	73.7094
0.0000	0.3600	25.6696	1.7095	0.0000	1.6664	73.9383
0.0000	0.3500	25.6986	1.6501	0.0000	1.5118	74.0579
0.0000	0.3200	25.7274	1.4715	0.0000	1.5453	74.1671
0.0000	0.3400	25.7567	1.5801	0.0000	1.6522	74.2778
0.0000	0.3700	25.7856	1.7781	0.0000	1.5860	74.3988
0.0000	0.3300	25.8146	1.4927	0.0000	1.5207	74.5193
0.0000	0.3290	25.8436	1.5188	0.0000	1.6341	74.6287
0.0000	0.3600	25.8726	1.7027	0.0000	1.6177	74.7484
0.0000	0.3400	25.9015	1.5950	0.0000	1.5049	74.8658
0.0000	0.3200	25.9305	1.4658	0.0000	1.5679	74.9752
0.0000	0.3200	25.9596	1.4658	0.0000	1.6450	74.9752
0.0000	0.3600	25.9886	1.7130	0.0000	1.5247	75.2095
0.0000	0.3200	26.0176	1.4717	0.0000	1.4929	75.3187
0.0000	0.3168	26.0467	1.4449	0.0000	1.6374	75.4230
0.0000	0.3600	26.0756	1.7022	0.0000	1.6535	75.5388
0.0000	0.3500	26.1045	1.6517	0.0000	1.4971	75.6599
0.0000	0.3100	26.1337	1.3710	0.0000	1.5253	75.7719
0.0000	0.3400	26.1626	1.5860	0.0000	1.6931	75.8842
0.0000	0.3700	26.1916	1.7677	0.0000	1.5627	76.0086
