0.2300	43.0000	0.0000	1.5773	1.5500	0.7239	1.2240
0.3000	42.0000	0.0000	1.5787	1.5500	1.0447	1.9080
0.3000	42.0000	0.0000	1.5787	1.5500	1.0447	1.9080
0.3000	42.0000	0.0000	1.5787	1.5500	1.1869	2.0520
0.3000	42.0000	0.0000	1.5787	1.5500	1.1869	2.0520
0.3000	41.0000	0.0000	1.5787	1.5500	1.2499	2.0520
0.3000	41.0000	0.0000	1.5787	1.5500	1.2499	2.0520
0.3000	41.0000	0.0000	1.5224	1.5500	1.2778	2.3040
0.3000	41.0000	0.0000	1.5224	1.5500	1.2778	2.3040
0.3000	40.0000	0.0000	1.5224	1.5500	1.6243	2.3040
0.3000	39.0000	0.0000	1.5224	1.5500	1.7778	2.3040
0.3000	39.0000	0.0000	1.5224	1.5500	1.7778	2.3040
0.3000	38.0000	0.0000	1.5224	1.5500	1.8459	2.3040
0.3000	38.0000	0.0000	1.5224	1.5500	1.8459	2.3040
0.3000	37.0000	0.0000	1.5224	1.5500	1.8760	2.3040
0.3000	37.0000	0.0000	1.5224	1.5500	1.8760	2.3040
0.3000	36.0000	0.0000	1.5224	1.5500	1.8894	2.3040
0.3000	36.0000	0.0000	1.3846	1.5500	1.8894	2.7720
0.3000	36.0000	0.0000	1.3846	1.5500	1.8894	2.7720
0.3000	36.0000	0.0000	1.3846	1.5500	1.8894	2.7720
0.3000	35.0000	0.0000	1.3846	1.5500	2.1737	2.7720
0.3000	34.0000	0.0000	1.2402	1.5500	2.2997	2.7720
0.3000	34.0000	0.0000	1.2402	1.5500	2.2997	2.7720
0.3000	34.0000	0.0000	1.2402	1.5500	2.3556	2.7720
0.3000	34.0000	0.0000	1.2530	1.5500	2.3556	3.0600
0.3000	33.0000	0.0000	1.2530	1.5500	2.3803	3.0600
0.3000	33.0000	0.0000	1.2530	1.5500	2.3803	3.0600
0.3000	33.0000	0.0000	1.3454	1.5500	2.3913	3.2400
0.3000	33.0000	0.0000	1.3454	1.5500	2.3913	3.2400
0.3000	33.0000	0.0000	1.3454	1.5500	2.7303	3.2400
0.3000	33.0000	0.0000	1.3454	1.5500	2.7303	3.2400
0.3000	33.0000	0.0000	1.2284	1.5500	2.8805	3.3120
0.3000	33.0000	0.0000	1.2284	1.5500	2.8805	3.3120
0.3000	33.0000	0.0000	1.2284	1.5500	2.9470	3.3120
0.3000	33.0000	0.0000	1.2284	1.5500	2.9470	3.3120
0.3000	33.0000	0.0000	1.2284	1.5500	2.9765	3.3120
0.3000	33.0000	0.0000	1.2543	1.5500	2.9765	3.3120
