CMDdriver	GasFeedback	BrakeFeedback	AccX	AccY	CMD_acc	GpsSpeed
CMDdriver	GasFeedback	BrakeFeedback	AccX	AccY	CMD_acc	GpsSpeed
0.0000	0.4700	0.0000	2.0505	0.0000	1.9329	53.0643
0.0000	0.4700	0.0000	2.0497	0.0000	1.9373	53.2119
0.0000	0.4700	0.0000	2.0491	0.0000	1.9416	53.3595
0.0000	0.4700	0.0000	2.0485	0.0000	1.9457	53.5070
0.0000	0.4700	0.0000	2.0481	0.0000	1.9496	53.6544
0.0000	0.4700	0.0000	2.0478	0.0000	1.9534	53.8019
0.0000	0.4800	0.0000	2.1314	0.0000	1.9571	53.9504
0.0000	0.4800	0.0000	2.1092	0.0000	1.9606	54.1024
0.0000	0.4800	0.0000	2.1081	0.0000	1.9640	54.2542
0.0000	0.4800	0.0000	2.1071	0.0000	1.9672	54.4060
0.0000	0.4800	0.0000	2.1060	0.0000	1.9702	54.5576
0.0000	0.4800	0.0000	2.1052	0.0000	1.9731	54.7092
0.0000	0.4800	0.0000	2.1044	0.0000	1.9759	54.8607
0.0000	0.4800	0.0000	2.1038	0.0000	1.9785	55.0122
0.0000	0.4800	0.0000	2.1034	0.0000	1.9810	55.1637
0.0000	0.4800	0.0000	2.1030	0.0000	1.9833	55.3151
0.0000	0.4800	0.0000	2.1027	0.0000	1.9855	55.4665
0.0000	0.4800	0.0000	2.1026	0.0000	1.9875	55.6179
0.0000	0.4800	0.0000	2.1024	0.0000	1.9894	55.7693
0.0000	0.4800	0.0000	2.1024	0.0000	1.9911	55.9206
0.0000	0.4800	0.0000	2.1024	0.0000	1.9926	56.0720
0.0000	0.4800	0.0000	2.1024	0.0000	1.9941	56.2234
0.0000	0.4800	0.0000	2.1024	0.0000	1.9953	56.3747
0.0000	0.4800	0.0000	2.1024	0.0000	1.9964	56.5261
0.0000	0.4800	0.0000	2.1024	0.0000	1.9974	56.6775
0.0000	0.4800	0.0000	2.1023	0.0000	1.9982	56.8289
0.0000	0.4800	0.0000	2.1022	0.0000	1.9989	56.9802
0.0000	0.4800	0.0000	2.1021	0.0000	1.9994	57.1316
0.0000	0.4800	0.0000	2.1019	0.0000	1.9997	57.2829
0.0000	0.4800	0.0000	2.1017	0.0000	1.9999	57.4343
0.0000	0.4800	0.0000	2.1015	0.0000	2.0000	57.5856
0.0000	0.4800	0.0000	2.1013	0.0000	1.9999	57.7369
0.0000	0.4800	0.0000	2.1011	0.0000	1.9997	57.8882
0.0000	0.4800	0.0000	2.1008	0.0000	1.9993	58.0395
0.0000	0.4800	0.0000	2.1005	0.0000	1.9987	58.1907
0.0000	0.4800	0.0000	2.1003	0.0000	1.9980	58.3419
0.0000	0.4800	0.0000	2.1000	0.0000	1.9971	58.4931
0.0000	0.4800	0.0000	2.0997	0.0000	1.9961	58.6443
0.0000	0.4800	0.0000	2.0994	0.0000	1.9950	58.7955
0.0000	0.4800	0.0000	2.0991	0.0000	1.9937	58.9467
0.0000	0.4800	0.0000	2.0989	0.0000	1.9922	59.0978
0.0000	0.4800	0.0000	2.0986	0.0000	1.9906	59.2489
0.0000	0.4800	0.0000	2.0983	0.0000	1.9888	59.4000
0.0000	0.4800	0.0000	2.0981	0.0000	1.9869	59.5511
0.0000	0.4800	0.0000	2.0978	0.0000	1.9849	59.7021
0.0000	0.4800	0.0000	2.0976	0.0000	1.9827	59.8531
0.0000	0.4800	0.0000	2.0973	0.0000	1.9803	60.0042
0.0000	0.4800	0.0000	2.0971	0.0000	1.9778	60.1552
0.0000	0.4800	0.0000	2.0968	0.0000	1.9751	60.3061
0.0000	0.4800	0.0000	2.0966	0.0000	1.9723	60.4571
0.0000	0.4800	0.0000	2.0963	0.0000	1.9694	60.6080
0.0000	0.4800	0.0000	2.0961	0.0000	1.9663	60.7590
0.0000	0.4800	0.0000	2.0958	0.0000	1.9630	60.9099
0.0000	0.4800	0.0000	2.0956	0.0000	1.9596	61.0608
0.0000	0.4800	0.0000	2.0953	0.0000	1.9560	61.2116
0.0000	0.4800	0.0000	2.0951	0.0000	1.9523	61.3625
0.0000	0.4800	0.0000	2.0948	0.0000	1.9485	61.5133
0.0000	0.4700	0.0000	2.0235	0.0000	1.9445	61.6637
0.0000	0.4700	0.0000	2.0311	0.0000	1.9404	61.8098
0.0000	0.4700	0.0000	2.0331	0.0000	1.9361	61.9561
0.0000	0.4700	0.0000	2.0339	0.0000	1.9317	62.1026
0.0000	0.4700	0.0000	2.0347	0.0000	1.9271	62.2490
0.0000	0.4700	0.0000	2.0353	0.0000	1.9224	62.3956
0.0000	0.4700	0.0000	2.0358	0.0000	1.9175	62.5422
0.0000	0.4700	0.0000	2.0361	0.0000	1.9125	62.6888
0.0000	0.4700	0.0000	2.0363	0.0000	1.9073	62.8354
0.0000	0.4700	0.0000	2.0363	0.0000	1.9020	62.9820
0.0000	0.4600	0.0000	1.9588	0.0000	1.8966	63.1279
0.0000	0.4600	0.0000	1.9734	0.0000	1.8910	63.2699
0.0000	0.4600	0.0000	1.9749	0.0000	1.8853	63.4120
0.0000	0.4600	0.0000	1.9757	0.0000	1.8794	63.5543
0.0000	0.4600	0.0000	1.9763	0.0000	1.8734	63.6966
0.0000	0.4600	0.0000	1.9767	0.0000	1.8673	63.8389
0.0000	0.4600	0.0000	1.9770	0.0000	1.8610	63.9812
0.0000	0.4600	0.0000	1.9771	0.0000	1.8545	64.1236
0.0000	0.4500	0.0000	1.9151	0.0000	1.8480	64.2636
0.0000	0.4500	0.0000	1.9156	0.0000	1.8412	64.4016
0.0000	0.4500	0.0000	1.9160	0.0000	1.8344	64.5395
0.0000	0.4500	0.0000	1.9168	0.0000	1.8274	64.6775
0.0000	0.4500	0.0000	1.9173	0.0000	1.8203	64.8156
0.0000	0.4500	0.0000	1.9177	0.0000	1.8131	64.9537
0.0000	0.4500	0.0000	1.9179	0.0000	1.8057	65.0918
0.0000	0.4400	0.0000	1.8427	0.0000	1.7981	65.2283
0.0000	0.4400	0.0000	1.8562	0.0000	1.7905	65.3619
0.0000	0.4400	0.0000	1.8568	0.0000	1.7827	65.4956
0.0000	0.4400	0.0000	1.8575	0.0000	1.7748	65.6293
0.0000	0.4400	0.0000	1.8581	0.0000	1.7667	65.7631
0.0000	0.4400	0.0000	1.8585	0.0000	1.7585	65.8969
0.0000	0.4400	0.0000	1.8587	0.0000	1.7502	66.0308
0.0000	0.4300	0.0000	1.7823	0.0000	1.7418	66.1639
0.0000	0.4300	0.0000	1.7960	0.0000	1.7332	66.2931
0.0000	0.4300	0.0000	1.7975	0.0000	1.7245	66.4225
0.0000	0.4300	0.0000	1.7982	0.0000	1.7157	66.5519
0.0000	0.4300	0.0000	1.7988	0.0000	1.7067	66.6814
0.0000	0.4200	0.0000	1.7204	0.0000	1.6976	66.8100
0.0000	0.4200	0.0000	1.7372	0.0000	1.6884	66.9350
0.0000	0.4200	0.0000	1.7386	0.0000	1.6791	67.0601
0.0000	0.4200	0.0000	1.7396	0.0000	1.6697	67.1854
0.0000	0.4200	0.0000	1.7404	0.0000	1.6600	67.3107
0.0000	0.4200	0.0000	1.7410	0.0000	1.6504	67.4360
0.0000	0.4100	0.0000	1.6655	0.0000	1.6405	67.5607
0.0000	0.4100	0.0000	1.6788	0.0000	1.6306	67.6814
0.0000	0.4100	0.0000	1.6804	0.0000	1.6205	67.8024
0.0000	0.4100	0.0000	1.6813	0.0000	1.6104	67.9235
0.0000	0.4000	0.0000	1.6072	0.0000	1.6000	68.0430
0.0000	0.4000	0.0000	1.6208	0.0000	1.5896	68.1597
0.0000	0.4000	0.0000	1.6219	0.0000	1.5791	68.2764
0.0000	0.4000	0.0000	1.6230	0.0000	1.5685	68.3933
0.0000	0.4000	0.0000	1.6239	0.0000	1.5577	68.5102
0.0000	0.3900	0.0000	1.5539	0.0000	1.5468	68.6253
0.0000	0.3900	0.0000	1.5632	0.0000	1.5358	68.7379
0.0000	0.3900	0.0000	1.5641	0.0000	1.5247	68.8505
0.0000	0.3900	0.0000	1.5651	0.0000	1.5135	68.9631
0.0000	0.3800	0.0000	1.5062	0.0000	1.5022	69.0734
0.0000	0.3800	0.0000	1.5048	0.0000	1.4907	69.1817
0.0000	0.3800	0.0000	1.5059	0.0000	1.4793	69.2901
0.0000	0.3800	0.0000	1.5069	0.0000	1.4676	69.3986
0.0000	0.3800	0.0000	1.5077	0.0000	1.4558	69.5072
0.0000	0.3700	0.0000	1.4500	0.0000	1.4439	69.6131
0.0000	0.3700	0.0000	1.4469	0.0000	1.4321	69.7173
0.0000	0.3700	0.0000	1.4478	0.0000	1.4199	69.8215
0.0000	0.3700	0.0000	1.4487	0.0000	1.4079	69.9258
0.0000	0.3700	0.0000	1.4493	0.0000	1.3955	70.0302
0.0000	0.3700	0.0000	1.4497	0.0000	1.3832	70.1346
0.0000	0.3700	0.0000	1.4498	0.0000	1.3707	70.2390
0.0000	0.3700	0.0000	1.4497	0.0000	1.3582	70.3434
0.0000	0.3600	0.0000	1.3750	0.0000	1.3456	70.4462
